title,authors,keywords,abstract,date,cite_num,doi
Flow-Based Deformation Guidance for Unpaired Multi-contrast MRI Image-to-Image Translation.,"[{'@pid': '143/9351', 'text': 'Toan Duc Bui'}, {'@pid': '242/6386', 'text': 'Manh Nguyen'}, {'@pid': '37/245', 'text': 'Ngan Le'}, {'@pid': '43/8092', 'text': 'Khoa Luu'}]","['Flow-basedgenerator', 'Image-to-imagetranslation', 'cycleGAN']","Image synthesis from corrupted contrasts increases the diversity of diagnostic information available for many neurological diseases. Recently the image-to-image translation has experienced significant levels of interest within medical research, beginning with the successful use of the Generative Adversarial Network (GAN) to the introduction of cyclic constraint extended to multiple domains. However, in current approaches, there is no guarantee that the mapping between the two image domains would be unique or one-to-one. In this paper, we introduce a novel approach to unpaired image-to-image translation based on the invertible architecture. The invertible property of the flow-based architecture assures a cycle-consistency of image-to-image translation without additional loss functions. We utilize the temporal information between consecutive slices to provide more constraints to the optimization for transforming one domain to another in unpaired volumetric medical images. To capture temporal structures in the medical images, we explore the displacement between the consecutive slices using a deformation field. In our approach, the deformation field is used as a guidance to keep the translated slides realistic and consistent across the translation. The experimental results have shown that the synthesized images using our proposed approach are able to archive a competitive performance in terms of mean squared error, peak signal-to-noise ratio, and structural similarity index when compared with the existing deep learning-based methods on three standard datasets, i.e. HCP, MRBrainS13 and Brats2019.",2020/9/29,1,10.1007/978-3-030-59713-9_70
Multi-task Learning for Detection and Classification of Cancer in Screening Mammography.,"[{'@pid': '165/8066', 'text': 'Maria V. Sainz de Cea'}, {'@pid': '275/6912', 'text': 'Karl Diedrich'}, {'@pid': '201/7700', 'text': 'Ran Bakalo'}, {'@pid': '250/5785', 'text': 'Lior Ness'}, {'@pid': '194/2839', 'text': 'David Richmond'}]","['Decisionsupport', 'Deeplearning', 'RetinaNet', 'ResNet']","Breast screening is an effective method to identify breast cancer in asymptomatic women; however, not all exams are read by radiologists specialized in breast imaging, and missed cancers are a reality. Deep learning provides a valuable tool to support this critical decision point. Algorithmically, accurate assessment of breast mammography requires both detection of abnormal findings (object detection) and a correct decision whether to recall a patient for additional imaging (image classification). In this paper, we present a multi-task learning approach, that we argue is ideally suited to this problem. We train a network for both object detection and image classification, based on state-of-the-art models, and demonstrate significant improvement in the recall vs no recall decision on a multi-site, multi-vendor data set, measured by concordance with biopsy proven malignancy. We also observe improved detection of microcalcifications, and detection of cancer cases that were missed by radiologists, demonstrating that this approach could provide meaningful support for radiologists in breast screening (especially non-specialists). Moreover, we argue that this multi-task framework is broadly applicable to a wide range of medical imaging problems that require a patient-level recommendation, based on specific imaging findings.",2020/9/29,1,10.1007/978-3-030-59725-2_24
Boundary-Assisted Region Proposal Networks for Nucleus Segmentation.,"[{'@pid': '233/9768', 'text': 'Shengcong Chen'}, {'@pid': '140/4707', 'text': 'Changxing Ding'}, {'@pid': '46/3391', 'text': 'Dacheng Tao'}]","['Nucleussegmentation', 'Multi-tasklearning', 'Instancesegmentation']","Nucleus segmentation is an important task in medical image analysis. However, machine learning models cannot perform well because there are large amount of clusters of crowded nuclei. To handle this problem, existing approaches typically resort to sophisticated hand-crafted post-processing strategies; therefore, they are vulnerable to the variation of post-processing hyper-parameters. Accordingly, in this paper, we devise a Boundary-assisted Region Proposal Network (BRP-Net) that achieves robust instance-level nucleus segmentation. First, we propose a novel Task-aware Feature Encoding (TAFE) network that efficiently extracts respective high-quality features for semantic segmentation and instance boundary detection tasks. This is achieved by carefully considering the correlation and differences between the two tasks. Second, coarse nucleus proposals are generated based on the predictions of the above two tasks. Third, these proposals are fed into instance segmentation networks for more accurate prediction. Experimental results demonstrate that the performance of BRP-Net is robust to the variation of post-processing hyper-parameters. Furthermore, BRP-Net achieves state-of-the-art performances on both the Kumar and CPM17 datasets. The code of BRP-Net will be released at https://github.com/csccsccsccsc/brpnet.",2020/9/29,1,10.1007/978-3-030-59722-1_27
Joint Spatial-Wavelet Dual-Stream Network for Super-Resolution.,"[{'@pid': '11/1266-13', 'text': 'Zhen Chen 0013'}, {'@pid': '25/8118', 'text': 'Xiaoqing Guo'}, {'@pid': '01/2478', 'text': 'Chen Yang'}, {'@pid': '119/9151', 'text': 'Bulat Ibragimov'}, {'@pid': '36/9220', 'text': 'Yixuan Yuan'}]","['Super-resolution', 'Waveletdomain', 'Convolutionalneuralnetworks']","Super-Resolution (SR) techniques can compensate for the missing information of low-resolution images and further promote experts and algorithms to make accurate diagnosis decisions. Although the existing pixel-loss based SR works produce high-resolution images with impressive objective metrics, the over-smoothed contents that lose high-frequency information would disturb the visual experience and the subsequent diagnosis. To address this issue, we propose a joint Spatial-Wavelet super-resolution Network (SWD-Net) with collaborative Dual-stream. In the spatial stage, a Refined Context Fusion (RCF) is proposed to iteratively rectify the features by a counterpart stream with compensative receptive fields. After that, the wavelet stage enhances the reconstructed images, especially the structural boundaries. Specifically, we design the tailor-made Wavelet Features Adaptation (WFA) to adjust the wavelet coefficients for better compatibility with networks and Wavelet-Aware Convolutional blocks (WAC) to exploit features in the wavelet domain efficiently. We further introduce the wavelet coefficients supervision together with the traditional spatial loss to jointly optimize the network and obtain the high-frequency enhanced SR images. To evaluate the SR for medical images, we build a benchmark dataset with histopathology images and evaluate the proposed SWD-Net under different settings. The comprehensive experiments demonstrate our SWD-Net outperforms state-of-the-art methods. Furthermore, SWD-Net is proven to promote medical image diagnosis with a large margin. The source code and dataset are available at https://github.com/franciszchen/SWD-Net.",2020/9/29,1,10.1007/978-3-030-59722-1_18
A Deep Spatial Context Guided Framework for Infant Brain Subcortical Segmentation.,"[{'@pid': '178/9781', 'text': 'Liangjun Chen'}, {'@pid': '35/8016', 'text': 'Zhengwang Wu'}, {'@pid': '22/967', 'text': 'Dan Hu'}, {'@pid': '33/1842', 'text': 'Ya Wang'}, {'@pid': '261/2442', 'text': 'Zhanhao Mo'}, {'@pid': '58/6810-26', 'text': 'Li Wang 0026'}, {'@pid': '98/3393', 'text': 'Weili Lin'}, {'@pid': '14/4383', 'text': 'Dinggang Shen'}, {'@pid': '62/2655-1', 'text': 'Gang Li 0001'}]","['Subcorticalsegmentation', 'Spatialcontextinformation', 'Coarse-to-fineframework', 'Infantbrain']","Accurate subcortical segmentation of infant brain magnetic resonance (MR) images is crucial for studying early subcortical structural growth patterns and related diseases diagnosis. However, dynamic intensity changes, low tissue contrast, and small subcortical size of infant brain MR images make subcortical segmentation a challenging task. In this paper, we propose a spatial context guided, coarse-to-fine deep convolutional neural network (CNN) based framework for accurate infant subcortical segmentation. At the coarse stage, we propose a signed distance map (SDM) learning UNet (SDM-UNet) to predict SDMs from the original multi-modal images, including T1w, T2w, and T1w/T2w images. By doing this, the spatial context information, including the relative position information across different structures and the shape information of the segmented structures contained in the ground-truth SDMs, is used for supervising the SDM-UNet to remedy the bad influence from the low tissue contrast in infant brain MR images and generate high-quality SDMs. To improve the robustness to outliers, a Correntropy based loss is introduced in SDM-UNet to penalize the difference between the ground-truth SDMs and predicted SDMs in training. At the fine stage, the predicted SDMs, which contains spatial context information of subcortical structures, are combined with the multi-modal images, and then fed into a multi-source and multi-path UNet (M2-UNet) for delivering refined segmentation. We validate our method on an infant brain MR image dataset with 24 scans by evaluating the Dice ratio between our segmentation and the manual delineation. Compared to four state-of-the-art methods, our method consistently achieves better performances in both qualitative and quantitative evaluations.",2020/9/29,1,10.1007/978-3-030-59728-3_63
Learning Directional Feature Maps for Cardiac MRI Segmentation.,"[{'@pid': '12/3274', 'text': 'Feng Cheng'}, {'@pid': '10/217', 'text': 'Cheng Chen'}, {'@pid': '230/8552', 'text': 'Yukang Wang'}, {'@pid': '271/0256', 'text': 'Heshui Shi'}, {'@pid': '96/5464', 'text': 'Yukun Cao'}, {'@pid': '88/8375', 'text': 'Dandan Tu'}, {'@pid': '85/7804', 'text': 'Changzheng Zhang'}, {'@pid': '86/11269', 'text': 'Yongchao Xu'}]","['Cardiacsegmentation', 'Deeplearning', 'Directionfield']","Cardiac MRI segmentation plays a crucial role in clinical diagnosis for evaluating personalized cardiac performance parameters. Due to the indistinct boundaries and heterogeneous intensity distributions in the cardiac MRI, most existing methods still suffer from two aspects of challenges: inter-class indistinction and intra-class inconsistency. To tackle these two problems, we propose a novel method to exploit the directional feature maps, which can simultaneously strengthen the differences between classes and the similarities within classes. Specifically, we perform cardiac segmentation and learn a direction field pointing away from the nearest cardiac tissue boundary to each pixel via a direction field (DF) module. Based on the learned direction field, we then propose a feature rectification and fusion (FRF) module to improve the original segmentation features, and obtain the final segmentation. The proposed modules are simple yet effective and can be flexibly added to any existing segmentation network without excessively increasing time and space complexity. We evaluate the proposed method on the 2017 MICCAI Automated Cardiac Diagnosis Challenge (ACDC) dataset and a large-scale self-collected dataset, showing good segmentation performance and robust generalization ability of the proposed method. The code is publicly available at https://github.com/c-feng/DirectionalFeature.",2020/9/29,1,10.1007/978-3-030-59719-1_11
Multiple Instance Learning with Center Embeddings for Histopathology Classification.,"[{'@pid': '229/8107', 'text': 'Philip Chikontwe'}, {'@pid': '275/6820', 'text': 'Meejeong Kim'}, {'@pid': '275/7064', 'text': 'Soo Jeong Nam'}, {'@pid': '275/6775', 'text': 'Heounjeong Go'}, {'@pid': '88/1351', 'text': 'Sang Hyun Park'}]",[],"Histopathology image analysis plays an important role in the treatment and diagnosis of cancer. However, analysis of whole slide images (WSI) with deep learning is challenging given that the duration of pixel-level annotations is laborious and time consuming. To address this, recent methods have considered WSI classification as a Multiple Instance Learning (MIL) problem often with a multi-stage process for learning instance and slide level features. Currently, most methods focus on either instance-selection or instance prediction-aggregation that often fails to generalize and ignores instance relations. In this work, we propose a MIL-based method to jointly learn both instance- and bag-level embeddings in a single framework. In addition, we propose a center loss that maps embeddings of instances from the same bag to a single centroid and reduces intra-class variations. Consequently, our model can accurately predict instance labels and leverages robust hierarchical pooling of features to obtain bag-level features without sacrificing accuracy. Experimental results on curated colon datasets show the effectiveness of the proposed methods against recent state-of-the-art methods.
",2020/9/29,1,10.1007/978-3-030-59722-1_50
Harnessing Uncertainty in Domain Adaptation for MRI Prostate Lesion Segmentation.,"[{'@pid': '194/9137', 'text': 'Eleni Chiou'}, {'@pid': '205/3550', 'text': 'Francesco Giganti'}, {'@pid': '85/10169', 'text': 'Shonit Punwani'}, {'@pid': '21/4922', 'text': 'Iasonas Kokkinos'}, {'@pid': '29/7426', 'text': 'Eleftheria Panagiotaki'}]","['Domainadaptation', 'Imagesynthesis', 'GANs', 'Segmentation', 'MRI']","The need for training data can impede the adoption of novel imaging modalities for learning-based medical image analysis. Domain adaptation methods partially mitigate this problem by translating training data from a related source domain to a novel target domain, but typically assume that a one-to-one translation is possible. Our work addresses the challenge of adapting to a more informative target domain where multiple target samples can emerge from a single source sample. In particular we consider translating from mp-MRI to VERDICT, a richer MRI modality involving an optimized acquisition protocol for cancer characterization. We explicitly account for the inherent uncertainty of this mapping and exploit it to generate multiple outputs conditioned on a single input. Our results show that this allows us to extract systematically better image representations for the target domain, when used in tandem with both simple, CycleGAN-based baselines, as well as more powerful approaches that integrate discriminative segmentation losses and/or residual adapters. When compared to its deterministic counterparts, our approach yields substantial improvements across a broad range of dataset sizes, increasingly strong baselines, and evaluation measures.",2020/9/29,1,10.1007/978-3-030-59710-8_50
An Unsupervised Approach to Ultrasound Elastography with End-to-end Strain Regularisation.,"[{'@pid': '274/3295', 'text': 'R¨¦mi Delaunay'}, {'@pid': '45/5086', 'text': 'Yipeng Hu'}, {'@pid': '99/4387', 'text': 'Tom Vercauteren'}]","['Ultrasoundelastography', 'Timedelayestimation', 'Convolutionalneuralnetwork']","Quasi-static ultrasound elastography (USE) is an imaging modality that consists of determining a measure of deformation (i.e. strain) of soft tissue in response to an applied mechanical force. The strain is generally determined by estimating the displacement between successive ultrasound frames acquired before and after applying manual compression. The computational efficiency and accuracy of the displacement prediction, also known as time-delay estimation, are key challenges for real-time USE applications. In this paper, we present a novel deep-learning method for efficient time-delay estimation between ultrasound radio-frequency (RF) data. The proposed method consists of a convolutional neural network (CNN) that predicts a displacement field between a pair of pre- and post-compression ultrasound RF frames. The network is trained in an unsupervised way, by optimizing a similarity metric between the reference and compressed image. We also introduce a new regularization term that preserves displacement continuity by directly optimizing the strain smoothness. We validated the performance of our method by using both ultrasound simulation and in vivo data on healthy volunteers. We also compared the performance of our method with a state-of-the-art method called OVERWIND?
[17]. Average contrast-to-noise ratio (CNR) and signal-to-noise ratio (SNR) of our method in 30 simulation and 3 in vivo image pairs are 7.70 and 6.95, 7 and 0.31, respectively. Our results suggest that our approach can effectively predict accurate strain images. The unsupervised aspect of our approach represents a great potential for the use of deep learning application for the analysis of clinical ultrasound data.",2020/9/29,1,10.1007/978-3-030-59716-0_55
Isotropic Reconstruction of 3D EM Images with Unsupervised Degradation Learning.,"[{'@pid': '215/7734', 'text': 'Shiyu Deng'}, {'@pid': '136/9389', 'text': 'Xueyang Fu'}, {'@pid': '54/6827', 'text': 'Zhiwei Xiong'}, {'@pid': '16/4406', 'text': 'Chang Chen'}, {'@pid': '98/1737-2', 'text': 'Dong Liu 0002'}, {'@pid': '17/4378', 'text': 'Xuejin Chen'}, {'@pid': '52/3617', 'text': 'Qing Ling'}, {'@pid': '25/3972-1', 'text': 'Feng Wu 0001'}]","['Isotropicreconstruction', 'Unsupervisedlearning', 'EMimage']","The isotropic reconstruction of 3D electron microscopy (EM) images with low axial resolution is of great importance for biological analysis. Existing deep learning-based methods rely on handcrafted down-scaled training data, which does not model the real degradation accurately and thus leads to unsatisfying performance in practice. To address this problem, we propose a universal and unsupervised framework to simultaneously learn the real axial degradation and the isotropic reconstruction of 3D EM images. First, we train a degradation network using unpaired low-resolution (LR) and high-resolution (HR) slices, both of which are from real data, in an adversarial manner. Then, the degradation network is further used to generate realistic LR data from HR labels to form paired training data. In this way, the generated degraded data is consistent with the real axial degradation process, which guarantees the generalization ability of subsequent reconstruction networks to the real data. Our framework has the flexibility to work with different existing reconstruction methods. Experiments on both simulated and real anisotropic EM images validate the superiority of our framework.",2020/9/29,1,10.1007/978-3-030-59722-1_16
Automatic CAD-RADS Scoring Using Deep Learning.,"[{'@pid': '250/4005', 'text': 'Felix Denzinger'}, {'@pid': '25/6931', 'text': 'Michael Wels'}, {'@pid': '146/6667', 'text': 'Katharina Breininger'}, {'@pid': '57/947', 'text': 'Mehmet A. G¨¹ls¨¹n'}, {'@pid': '15/4913', 'text': 'Max Sch?binger'}, {'@pid': '275/6839', 'text': 'Florian Andr¨¦'}, {'@pid': '267/5335', 'text': 'Sebastian Bu?'}, {'@pid': '275/6773', 'text': 'Johannes G?rich'}, {'@pid': '52/6256', 'text': 'Michael S¨¹hling'}, {'@pid': '131/7133', 'text': 'Andreas K. Maier'}]","['CoronaryArteryDisease', 'CoronaryCTAngiography', 'Deeplearning', 'Datarepresentation', 'CAD-RADS']",Coronary CT angiography (CCTA) has established its role as a non-invasive modality for the diagnosis of coronary artery disease (CAD). The CAD-Reporting and Data System (CAD-RADS) has been developed to standardize communication and aid in decision making based on CCTA findings. The CAD-RADS score is determined by manual assessment of all coronary vessels and the grading of lesions within the coronary artery tree.,2020/9/29,1,10.1007/978-3-030-59725-2_5
Unlearning Scanner Bias for MRI Harmonisation.,"[{'@pid': '250/3863', 'text': 'Nicola K. Dinsdale'}, {'@pid': '67/24', 'text': 'Mark Jenkinson'}, {'@pid': '141/8805', 'text': 'Ana I. L. Namburete'}]","['Harmonisation', 'Jointdomainadaptation', 'MRI']","Combining datasets is vital for increased statistical power, especially for neurological conditions where limited data is available. However, variance due to differences in acquisition protocol and hardware limits our ability to combine datasets. We propose an iterative training scheme based on domain adaptation techniques, aiming to create scanner-invariant features while simultaneously maintaining overall performance on the main task. We demonstrate this on age prediction, but expect that our proposed training scheme will be applicable to any feedforward network and classification or regression task. We show that not only can we harmonise three MRI datasets from different studies, but can also successfully adapt the training to work with very biased datasets. The training scheme should, therefore, be applicable to most real-world data scenarios, enabling harmonisation for the task of interest.",2020/9/29,1,10.1007/978-3-030-59713-9_36
Towards Neuron Segmentation from Macaque Brain Images - A Weakly Supervised Approach.,"[{'@pid': '58/2821', 'text': 'Meng Dong'}, {'@pid': '98/1737-2', 'text': 'Dong Liu 0002'}, {'@pid': '54/6827', 'text': 'Zhiwei Xiong'}, {'@pid': '17/4378', 'text': 'Xuejin Chen'}, {'@pid': '124/7067', 'text': 'Yueyi Zhang'}, {'@pid': '23/1818', 'text': 'Zheng-Jun Zha'}, {'@pid': '168/4521', 'text': 'Guoqiang Bi'}, {'@pid': '25/3972-1', 'text': 'Feng Wu 0001'}]","['Instancesegmentation', 'Macaquebrain', 'Weaklysupervisedlearning']","The advance of microscopic imaging technology has enabled the observation of primate brain in its entirety and at single-neuron resolution. It is then an urgent need to develop means for automated analyses of these brain images, e.g. neuron segmentation. Deep learning is demonstrated an appealing approach for segmentation of natural images, but the success of deep learning is highly dependent on the large-scale and well-built training data that are costly to collect. In this paper, we take a step towards the goal of neuron segmentation from primate brain images, using a weakly supervised approach. We build ¨C to our best knowledge ¨C the first dual-channel three-dimensional image dataset of macaque brain for neuron segmentation. We propose two kinds of ¡°weak¡± labels, i.e. central points and rough masks, to prepare training data with an affordable cost. Accordingly, we design a weakly supervised learning method for neuron instance segmentation where instances can be easily extracted from the predicted peak-shape probability maps. Experimental results have shown the effectiveness of our approach. We also verify the efficiency of the proposed method on a public nuclei dataset. Our dataset and code have been published at https://braindata.bitahub.com/.",2020/9/29,1,10.1007/978-3-030-59722-1_19
Spatio-Temporal Consistency and Negative Label Transfer for 3D Freehand US Segmentation.,"[{'@pid': '275/6924', 'text': 'Vanessa Gonzalez Duque'}, {'@pid': '200/0326', 'text': 'Dawood Al Chanti'}, {'@pid': '275/6777', 'text': 'Marion Crouzier'}, {'@pid': '193/2527', 'text': 'Antoine Nordez'}, {'@pid': '275/6750', 'text': 'Lilian Lacourpaille'}, {'@pid': '55/6754', 'text': 'Diana Mateus'}]","['3-Dultrasound', 'Weaklysupervisedlearning', 'Guidedback-propagation', 'ConvolutionalLSTM', 'Fullyconvolutionalneuralnetworks.']","The manual segmentation of multiple organs in 3D ultrasound (US) sequences and volumes towards their quantitative analysis is very expensive and time-consuming. Fully supervised segmentation methods still require the collection of large volumes of annotated data while unlabeled images are abundant. In this work, we propose a novel semi-automatic deep learning approach modeled as a weak-label learning problem: given a few 2-D annotations for selected slices, the goal is to propagate the masks to the entire sequence. To this end, we make use of both positive and negative constraints induced by incomplete labels to penalize the segmentation loss function. Our model is composed of one encoder and two decoders to model the segmentation and an auxiliary reconstruction task. Moreover, we consider the spatio-temporal information by deploying a Convolutional Long Short Term Memory module. Our findings suggest that the reconstruction decoder and the Spatio-temporal information lead to a better geometrical estimation of the mask shape. We apply the model to the task of low-limb muscle segmentation in a dataset of 44 patients and 6160 images.",2020/9/29,1,10.1007/978-3-030-59710-8_69
Predicting Obstructive Hydronephrosis Based on Ultrasound Alone.,"[{'@pid': '192/1850', 'text': 'Lauren Erdman'}, {'@pid': '255/5167', 'text': 'Marta Skreta'}, {'@pid': '275/7063', 'text': 'Mandy Rickard'}, {'@pid': '200/8113', 'text': 'Carson McLean'}, {'@pid': '275/7067', 'text': 'Aziz Mezlini'}, {'@pid': '275/6958', 'text': 'Daniel T. Keefe'}, {'@pid': '275/6984', 'text': 'Anne-Sophie Blais'}, {'@pid': '10/6530', 'text': 'Michael Brudno'}, {'@pid': '275/6817', 'text': 'Armando Lorenzo'}, {'@pid': '06/3543', 'text': 'Anna Goldenberg'}]","['Deeplearning', 'Ultrasound', 'Pediatricurology', 'Hydronephrosis']","Prenatal hydronephrosis (HN) makes up nearly 30% of pediatric Urology Department visits, yet remains challenging to prognosticate without repeated ultrasounds and invasive clinical tests. We build a deep learning model, which uses still images from kidney ultrasound as input and predicts whether HN is due to an obstruction that will receive surgical intervention. We compare our custom convolutional neural network performance against other existing state-of-the-art models. Our best model predicts obstruction with an AUC of 0.93 and an AUPRC of 0.75 in a prospective test set of 89 patients (286 repeated kidney ultrasounds). We show that while maintaining a 5% false negative rate, our classifier identifies 58% of those who will have surgery due to obstruction yet received a functional renogram, indicating that this model could feasibly reduce the amount of testing done in more than half of non-surgical cases. This work demonstrates the ability of deep learning to predict obstructive HN with clinically relevant accuracy based on kidney ultrasound alone, without requiring other clinical variables as input. This algorithm has the potential to change clinical practice by stratifying HN patient risk, reducing repeated follow ups and invasive testing for less severe cases, and bringing more consistency to clinical management.",2020/9/29,1,10.1007/978-3-030-59716-0_47
